       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      19.0,       1.0,      95.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
       0.0,      20.0,       0.0,     100.0
